inst_56707,app_1793,machine_218
inst_10335,app_4221,machine_563
inst_53711,app_4530,machine_2996
inst_30309,app_2980,machine_2449
inst_38928,app_8633,machine_1397
inst_17799,app_7289,machine_4596
inst_198,app_8716,machine_1060
inst_8056,app_2051,machine_2642
inst_70600,app_8661,machine_3227
inst_32658,app_782,machine_4792
inst_27763,app_7067,machine_2985
inst_23431,app_2892,machine_3667
inst_85568,app_290,machine_2017
inst_79227,app_5423,machine_4328
inst_72794,app_1328,machine_4400
inst_26074,app_4221,machine_3891
inst_56241,app_5569,machine_4386
inst_60175,app_4377,machine_5210
inst_46669,app_6227,machine_4952
inst_71540,app_7771,machine_669
inst_95624,app_4996,machine_4242
inst_82832,app_3283,machine_951
inst_57321,app_4135,machine_5937
inst_1032,app_423,machine_2571
inst_62318,app_7001,machine_4221
inst_27387,app_5886,machine_1362
inst_53865,app_3343,machine_5167
inst_12643,app_4653,machine_4950
inst_60858,app_3077,machine_841
inst_6056,app_8287,machine_3130
inst_68307,app_6092,machine_270
inst_41817,app_1668,machine_5449
inst_98543,app_6792,machine_4177
inst_27051,app_3327,machine_3331
inst_30624,app_798,machine_1700
inst_43199,app_4183,machine_4484
inst_38192,app_1391,machine_1167
inst_44359,app_6605,machine_5948
inst_83072,app_6856,machine_5386
inst_6030,app_1201,machine_3029
inst_3737,app_7001,machine_2595
inst_64238,app_6250,machine_4519
inst_91693,app_702,machine_4109
inst_10398,app_2263,machine_4935
inst_2777,app_2469,machine_3802
inst_78049,app_2381,machine_5669
inst_16762,app_1171,machine_1772
inst_55128,app_2853,machine_3855
inst_71931,app_2434,machine_2965
inst_48717,app_1328,machine_1340
inst_60624,app_3634,machine_3553
inst_3436,app_4576,machine_4750
inst_14092,app_2482,machine_3699
inst_54014,app_3077,machine_3185
inst_90973,app_2767,machine_5268
inst_23684,app_4825,machine_2603
inst_16068,app_7869,machine_2313
inst_2409,app_4692,machine_4976
inst_99814,app_1248,machine_1780
inst_61315,app_4517,machine_4851
inst_25545,app_4113,machine_939
inst_55247,app_3296,machine_3631
inst_85584,app_8423,machine_26
inst_54922,app_9206,machine_1512
inst_9366,app_8246,machine_3303
inst_60493,app_80,machine_5123
inst_25666,app_7998,machine_4429
inst_23938,app_6051,machine_973
inst_70984,app_3802,machine_4731
inst_65572,app_3349,machine_3240
inst_9826,app_92,machine_4011
inst_38775,app_3628,machine_2480
inst_94886,app_8266,machine_636
inst_259,app_1973,machine_2283
inst_40553,app_2194,machine_14
inst_44640,app_1067,machine_1088
inst_63869,app_5283,machine_921
inst_15567,app_7503,machine_4468
inst_71114,app_2976,machine_5915
inst_88714,app_8324,machine_4655
inst_9077,app_5834,machine_3183
inst_58602,app_5946,machine_656
inst_91779,app_1904,machine_3753
inst_60207,app_3816,machine_642
inst_74169,app_4608,machine_3687
inst_79728,app_4913,machine_5995
inst_84733,app_1980,machine_2172
inst_75230,app_3888,machine_1508
inst_81071,app_1002,machine_5398
inst_32925,app_3654,machine_3681
inst_31594,app_2263,machine_3856
inst_26175,app_281,machine_489
inst_81547,app_9174,machine_3265
inst_98871,app_1509,machine_4102
inst_95173,app_756,machine_4869
inst_42537,app_404,machine_5898
inst_27248,app_1348,machine_4187
inst_78161,app_949,machine_729
inst_50148,app_1990,machine_2699
inst_60592,app_782,machine_880
inst_7934,app_7217,machine_1433
inst_28287,app_80,machine_4809
inst_76588,app_6153,machine_5591
inst_34935,app_3213,machine_5607
inst_35086,app_1152,machine_4956
inst_98653,app_464,machine_4439
inst_95288,app_3748,machine_1771
inst_12066,app_4517,machine_249
inst_26393,app_2910,machine_1499
inst_59450,app_4389,machine_708
inst_29468,app_6787,machine_1251
inst_31043,app_5850,machine_5102
inst_2426,app_815,machine_4107
inst_96281,app_4819,machine_4004
inst_50915,app_8755,machine_5026
inst_32676,app_1988,machine_3286
inst_81510,app_5418,machine_3893
inst_41833,app_6381,machine_4435
inst_25181,app_3636,machine_234
inst_3132,app_6659,machine_1095
inst_86761,app_1515,machine_2469
inst_44544,app_3425,machine_23
inst_29777,app_946,machine_5146
inst_76025,app_3199,machine_3628
inst_30547,app_1587,machine_5751
inst_77439,app_7338,machine_2073
inst_4485,app_3800,machine_3631
inst_10062,app_3183,machine_3968
inst_2746,app_1517,machine_1253
inst_54526,app_3547,machine_323
inst_1997,app_3994,machine_4628
inst_73816,app_1066,machine_3940
inst_52730,app_9176,machine_5786
inst_6651,app_4869,machine_4148
inst_22483,app_3963,machine_4927
inst_71824,app_5252,machine_4948
inst_344,app_6139,machine_4884
inst_14169,app_2710,machine_3629
inst_80677,app_6911,machine_4062
inst_61027,app_7067,machine_381
inst_60914,app_3283,machine_5875
inst_35483,app_1599,machine_3297
inst_16850,app_8489,machine_4846
inst_38753,app_1723,machine_2703
inst_31409,app_8643,machine_2162
inst_71951,app_3327,machine_3634
inst_84590,app_3994,machine_2418
inst_17019,app_9218,machine_3822
inst_82284,app_6964,machine_5184
inst_9849,app_1509,machine_3134
inst_83899,app_3767,machine_5604
inst_14581,app_5022,machine_2148
inst_61239,app_8223,machine_3660
inst_32037,app_8529,machine_4890
inst_50264,app_6965,machine_1647
inst_55207,app_1152,machine_2416
inst_79813,app_7154,machine_3286
inst_57950,app_8939,machine_2313
inst_8732,app_1639,machine_3574
inst_26606,app_8145,machine_2578
inst_25831,app_5264,machine_2026
inst_55972,app_4874,machine_1900
inst_96462,app_2649,machine_5210
inst_39598,app_4379,machine_4551
inst_69854,app_259,machine_1851
inst_42924,app_7444,machine_1980
inst_28478,app_2775,machine_3233
inst_80772,app_2090,machine_2299
inst_16793,app_6381,machine_4562
inst_98461,app_4843,machine_526
inst_42512,app_1952,machine_4791
inst_9337,app_2212,machine_4794
inst_43247,app_8208,machine_3689
inst_82414,app_8429,machine_5782
inst_66229,app_1173,machine_1537
inst_56175,app_2486,machine_4434
inst_48749,app_876,machine_3182
inst_80,app_1599,machine_4174
inst_46961,app_1035,machine_837
inst_67427,app_3091,machine_1269
inst_69586,app_468,machine_5128
inst_95969,app_636,machine_5776
inst_42682,app_2831,machine_4658
inst_14728,app_2886,machine_3254
inst_59276,app_295,machine_309
inst_22186,app_6295,machine_3253
inst_13854,app_7001,machine_5563
inst_78053,app_4117,machine_5221
inst_56969,app_2229,machine_4968
inst_44622,app_491,machine_434
inst_77931,app_9188,machine_3634
inst_19631,app_7102,machine_5898
inst_8841,app_782,machine_3477
inst_50574,app_2613,machine_2072
inst_90433,app_1407,machine_4682
inst_35628,app_7236,machine_1456
inst_31597,app_147,machine_3687
inst_61015,app_575,machine_4699
inst_96316,app_6421,machine_3459
inst_80152,app_4754,machine_5372
inst_8091,app_7401,machine_4282
inst_48667,app_8046,machine_5215
inst_48051,app_536,machine_5159
inst_12949,app_7394,machine_4976
inst_79054,app_3260,machine_1683
inst_22948,app_5590,machine_4082
inst_43370,app_4663,machine_3879
inst_16962,app_4698,machine_4830
inst_85842,app_2486,machine_846
inst_21496,app_6448,machine_4732
inst_31375,app_6005,machine_4
inst_90123,app_1637,machine_5921
inst_35676,app_1900,machine_3569
inst_67093,app_6683,machine_5293
inst_48952,app_2544,machine_395
inst_23381,app_1781,machine_2498
inst_11521,app_4435,machine_728
inst_90914,app_2020,machine_684
inst_8158,app_6694,machine_5870
inst_17463,app_6997,machine_1020
inst_63815,app_7214,machine_1712
inst_72652,app_5406,machine_4910
inst_34524,app_147,machine_4213
inst_21244,app_1013,machine_1571
inst_87261,app_3987,machine_5088
inst_25941,app_9190,machine_4788
inst_39085,app_9269,machine_751
inst_19127,app_5233,machine_5555
inst_58784,app_7524,machine_3391
inst_15562,app_5865,machine_5644
inst_70772,app_3963,machine_5353
inst_20082,app_1222,machine_4414
inst_18073,app_3494,machine_5850
inst_30445,app_1182,machine_3627
inst_83808,app_1067,machine_4186
inst_96274,app_9283,machine_5209
inst_36142,app_2880,machine_2353
inst_53093,app_5476,machine_4889
inst_60719,app_7117,machine_3684
inst_96822,app_5983,machine_3382
inst_86000,app_837,machine_3781
inst_42395,app_7096,machine_2748
inst_80269,app_7919,machine_3253
inst_98026,app_2969,machine_1969
inst_72345,app_8144,machine_5546
inst_70536,app_5093,machine_1489
inst_40224,app_6117,machine_4429
inst_84149,app_8848,machine_107
inst_63926,app_4379,machine_3677
inst_85417,app_3283,machine_4805
inst_91540,app_7700,machine_3113
inst_95264,app_435,machine_3871
inst_19372,app_1602,machine_4088
inst_53735,app_7085,machine_847
inst_7859,app_8172,machine_5651
inst_66165,app_8569,machine_2961
inst_41317,app_8217,machine_5286
inst_98360,app_5552,machine_2495
inst_30959,app_1952,machine_5482
inst_76957,app_7733,machine_5669
inst_35916,app_2487,machine_684
inst_64674,app_5222,machine_4414
inst_98727,app_7255,machine_5629
inst_55643,app_9138,machine_5057
inst_96019,app_8415,machine_5146
inst_97922,app_7443,machine_5620
inst_38113,app_5900,machine_3761
inst_84996,app_8836,machine_5538
inst_20303,app_980,machine_4296
inst_68446,app_4698,machine_4864
inst_25000,app_516,machine_3292
inst_11493,app_8333,machine_129
inst_92038,app_5689,machine_1083
inst_32709,app_6710,machine_4855
inst_38985,app_743,machine_5631
inst_371,app_7850,machine_3211
inst_73313,app_2482,machine_5938
inst_51042,app_6122,machine_2767
inst_94039,app_1340,machine_957
inst_63948,app_464,machine_1027
inst_19464,app_2224,machine_4534
inst_50057,app_1728,machine_1080
inst_1126,app_3343,machine_5241
inst_97220,app_8231,machine_3730
inst_61213,app_6664,machine_4460
inst_10153,app_782,machine_3928
inst_15483,app_5731,machine_332
inst_87991,app_7225,machine_4864
inst_5262,app_7015,machine_3240
inst_26782,app_22,machine_3792
inst_41823,app_2263,machine_4876
inst_64359,app_7564,machine_1276
inst_89103,app_3901,machine_5912
inst_86412,app_456,machine_3354
inst_2824,app_2844,machine_3312
inst_62393,app_1523,machine_1817
inst_46384,app_1884,machine_5903
inst_71566,app_4085,machine_5172
inst_84272,app_80,machine_2067
inst_62486,app_5028,machine_208
inst_6248,app_1405,machine_5261
inst_40873,app_9049,machine_5777
inst_3122,app_3359,machine_2878
inst_38796,app_1374,machine_2748
inst_88606,app_3077,machine_5749
inst_56764,app_7087,machine_5627
inst_55405,app_8324,machine_2614
inst_1717,app_6694,machine_3132
inst_58795,app_6024,machine_1090
inst_14415,app_3604,machine_5889
inst_72469,app_2505,machine_4961
inst_20420,app_6050,machine_1085
inst_12440,app_8673,machine_5546
inst_76424,app_7625,machine_2201
inst_69103,app_6393,machine_5184
inst_57033,app_9337,machine_347
inst_89704,app_302,machine_4328
inst_75393,app_489,machine_1559
inst_48538,app_183,machine_1093
inst_99615,app_1298,machine_3123
inst_7658,app_6140,machine_3943
inst_34517,app_782,machine_5926
inst_9778,app_1310,machine_4952
inst_44132,app_5438,machine_4404
inst_7881,app_2692,machine_3638
inst_50363,app_8223,machine_5588
inst_59851,app_2234,machine_1272
inst_44861,app_3,machine_3239
inst_84079,app_952,machine_1148
inst_98774,app_1853,machine_3384
inst_86683,app_7443,machine_2404
inst_11526,app_290,machine_5446
inst_63581,app_6911,machine_5343
inst_10690,app_8405,machine_1877
inst_80475,app_1182,machine_230
inst_55759,app_3634,machine_1914
inst_42594,app_8662,machine_2371
inst_26350,app_659,machine_4007
inst_39201,app_3019,machine_5035
inst_86144,app_6050,machine_5323
inst_26499,app_7001,machine_3752
inst_70218,app_3349,machine_1285
inst_91509,app_3617,machine_4705
inst_34741,app_1059,machine_4433
inst_74228,app_4401,machine_3569
inst_70925,app_3080,machine_1154
inst_30471,app_6726,machine_1539
inst_89657,app_5820,machine_4231
inst_97050,app_2188,machine_5637
inst_99120,app_2696,machine_352
inst_71139,app_8967,machine_3613
inst_50408,app_4367,machine_5302
inst_98131,app_355,machine_2431
inst_67130,app_2029,machine_1821
inst_96038,app_7889,machine_1770
inst_75762,app_5022,machine_2537
inst_89430,app_9095,machine_2974
inst_27744,app_3604,machine_2840
inst_55353,app_7067,machine_2266
inst_14,app_5004,machine_1308
inst_95346,app_3750,machine_4760
inst_15927,app_9283,machine_4996
inst_16428,app_3723,machine_2618
inst_83354,app_1174,machine_1069
inst_99476,app_4825,machine_3969
inst_21504,app_4698,machine_467
inst_24676,app_709,machine_1599
inst_82043,app_5264,machine_221
inst_97704,app_147,machine_1604
inst_19791,app_6078,machine_3566
inst_8994,app_1964,machine_1890
inst_35664,app_4996,machine_5904
inst_80283,app_1248,machine_4938
inst_62812,app_4386,machine_2073
inst_23560,app_7733,machine_851
inst_57147,app_1405,machine_1554
inst_29970,app_6751,machine_2224
inst_21125,app_2033,machine_4900
inst_9570,app_5218,machine_3923
inst_64375,app_9049,machine_4905
inst_47138,app_7486,machine_4069
inst_80166,app_5547,machine_3423
inst_38667,app_4358,machine_4457
inst_8270,app_3637,machine_4214
inst_71383,app_3636,machine_5646
inst_46375,app_1778,machine_5075
inst_44370,app_1328,machine_4432
inst_99419,app_8842,machine_5496
inst_38605,app_4762,machine_5468
inst_99547,app_7963,machine_5423
inst_61269,app_4423,machine_4630
inst_2244,app_2964,machine_995
inst_55765,app_7338,machine_4297
inst_83979,app_3213,machine_3034
inst_48440,app_625,machine_4420
inst_3903,app_3995,machine_4838
inst_2717,app_725,machine_4231
inst_78911,app_7414,machine_1449
inst_42632,app_6954,machine_5204
inst_47749,app_2506,machine_5103
inst_96407,app_724,machine_961
inst_93710,app_1728,machine_3516
inst_93979,app_5810,machine_3359
inst_66713,app_4441,machine_2397
inst_39009,app_2952,machine_3606
inst_60537,app_3272,machine_3838
inst_41205,app_5248,machine_4156
inst_315,app_4825,machine_3481
inst_39271,app_3327,machine_1917
inst_95461,app_4825,machine_1162
inst_90558,app_6597,machine_5359
inst_2521,app_2089,machine_5131
inst_74079,app_1344,machine_5418
inst_30092,app_2223,machine_5034
inst_67215,app_3654,machine_5963
inst_60075,app_7963,machine_236
inst_59354,app_2488,machine_4855
inst_31213,app_1635,machine_4031
inst_26349,app_1728,machine_1905
inst_6042,app_80,machine_4432
inst_60066,app_5394,machine_4730
inst_60488,app_3283,machine_4944
inst_73898,app_8931,machine_2549
inst_57909,app_6520,machine_3871
inst_67761,app_3512,machine_321
inst_54391,app_5484,machine_12
inst_3482,app_2710,machine_5719
inst_93558,app_7733,machine_2963
inst_91151,app_5905,machine_1965
inst_23417,app_6117,machine_4441
inst_69296,app_7513,machine_3223
inst_68665,app_2302,machine_3833
inst_30600,app_6557,machine_3114
inst_81104,app_7486,machine_4419
inst_25633,app_3108,machine_3343
inst_49945,app_4170,machine_3163
inst_28522,app_6803,machine_3303
inst_75906,app_8137,machine_866
inst_2673,app_585,machine_1168
inst_3476,app_5797,machine_5973
inst_80034,app_1777,machine_4407
inst_99361,app_2487,machine_4715
inst_38910,app_208,machine_509
inst_4925,app_3283,machine_4656
inst_34415,app_2850,machine_2646
inst_40990,app_2382,machine_2578
inst_55250,app_618,machine_706
inst_94648,app_7001,machine_3073
inst_54317,app_9269,machine_309
inst_13169,app_3906,machine_3450
inst_34268,app_2185,machine_3981
inst_6706,app_6911,machine_1555
inst_65752,app_4028,machine_4490
inst_70512,app_8716,machine_2119
inst_20879,app_1781,machine_1216
inst_37690,app_1405,machine_926
inst_22001,app_2886,machine_5131
inst_32873,app_782,machine_2544
inst_49844,app_4616,machine_5460
inst_65570,app_3336,machine_5618
inst_40504,app_8716,machine_4363
inst_30594,app_8223,machine_5912
inst_12409,app_8332,machine_161
inst_91759,app_7448,machine_1344
inst_39898,app_1152,machine_4386
inst_41002,app_3700,machine_3603
inst_12146,app_1884,machine_4026
inst_61,app_1310,machine_4674
inst_27911,app_9165,machine_3515
inst_98172,app_3077,machine_5542
inst_36257,app_1593,machine_1800
inst_80722,app_2263,machine_4622
inst_44430,app_6984,machine_4372
inst_46254,app_585,machine_2289
inst_71448,app_3168,machine_4549
inst_31839,app_6597,machine_1256
inst_94503,app_6393,machine_1003
inst_79633,app_1026,machine_5448
inst_42750,app_4393,machine_3629
inst_81704,app_3487,machine_3559
inst_75853,app_4262,machine_3713
inst_69639,app_7102,machine_3981
inst_2851,app_7889,machine_3346
inst_93250,app_8429,machine_4019
inst_64668,app_2935,machine_3040
inst_85489,app_1443,machine_1442
inst_74713,app_9028,machine_5386
inst_88246,app_4568,machine_3428
inst_35291,app_4760,machine_4522
inst_60887,app_1483,machine_2119
inst_35613,app_2513,machine_1677
inst_87623,app_1454,machine_4561
inst_10532,app_4050,machine_5995
inst_40392,app_4352,machine_2554
inst_48984,app_2485,machine_1085
inst_1546,app_7789,machine_4412
inst_25895,app_8680,machine_5448
inst_49937,app_1660,machine_690
inst_78749,app_3911,machine_741
inst_52030,app_7880,machine_218
inst_29546,app_2506,machine_2069
inst_74200,app_147,machine_4709
inst_10774,app_6230,machine_4004
inst_53384,app_3252,machine_1154
inst_40603,app_63,machine_334
inst_86888,app_1982,machine_1984
inst_79969,app_3271,machine_5631
inst_35760,app_6235,machine_4713
inst_88277,app_6683,machine_3225
inst_100,app_4423,machine_3835
inst_20253,app_6744,machine_5698
inst_17475,app_8191,machine_1975
inst_35932,app_8566,machine_4581
inst_93700,app_5791,machine_2757
inst_41101,app_6415,machine_1977
inst_71319,app_8106,machine_4978
inst_30875,app_3487,machine_4837
inst_35335,app_2767,machine_799
inst_56871,app_9047,machine_581
inst_7148,app_996,machine_5777
inst_14608,app_9269,machine_676
inst_66458,app_473,machine_225
inst_4693,app_6545,machine_5350
inst_57116,app_2485,machine_4976
inst_20462,app_6532,machine_5293
inst_44045,app_4608,machine_485
inst_41906,app_4695,machine_4186
inst_27225,app_8524,machine_2133
inst_70486,app_5438,machine_5646
inst_82017,app_9122,machine_2431
inst_36449,app_4543,machine_3833
inst_39048,app_355,machine_2951
inst_90400,app_7892,machine_4390
inst_25217,app_5997,machine_5564
inst_61676,app_5302,machine_1920
inst_64183,app_8361,machine_498
inst_7150,app_8602,machine_2757
inst_93193,app_4286,machine_5751
inst_90471,app_7175,machine_3493
inst_26861,app_9017,machine_2206
inst_58240,app_3283,machine_4785
inst_91956,app_2745,machine_914
inst_33815,app_7889,machine_4490
inst_329,app_5531,machine_4598
inst_86331,app_4663,machine_4654
inst_18400,app_2648,machine_4049
inst_58193,app_626,machine_5792
inst_41273,app_1784,machine_5898
inst_16092,app_3250,machine_1883
inst_5764,app_7309,machine_5040
inst_53153,app_1356,machine_2015
inst_57414,app_5322,machine_4751
inst_16122,app_6486,machine_3577
inst_80078,app_6538,machine_5680
inst_52478,app_3520,machine_5848
inst_19094,app_5165,machine_880
inst_68729,app_1639,machine_4137
inst_47005,app_5096,machine_962
inst_80175,app_6393,machine_4952
inst_19798,app_7466,machine_4468
inst_6110,app_5838,machine_5427
inst_18677,app_7928,machine_1743
inst_47443,app_26,machine_5868
inst_60500,app_8464,machine_4669
inst_3057,app_701,machine_1212
inst_40326,app_6683,machine_5848
inst_4037,app_3199,machine_3302
inst_48644,app_3540,machine_3316
inst_89832,app_1918,machine_5903
inst_4488,app_6911,machine_4151
inst_7483,app_4825,machine_4295
inst_33829,app_585,machine_3943
inst_69027,app_4780,machine_147
inst_36180,app_5856,machine_5711
inst_79134,app_522,machine_2865
inst_52016,app_5375,machine_5031
inst_64182,app_2263,machine_3699
inst_74624,app_6269,machine_3884
inst_39325,app_8489,machine_4114
inst_28035,app_8500,machine_449
inst_55278,app_8475,machine_5899
inst_82792,app_4405,machine_3167
inst_88686,app_5649,machine_4900
inst_48574,app_255,machine_59
inst_98606,app_8191,machine_1000
inst_51069,app_7102,machine_3493
inst_72407,app_6626,machine_5171
inst_619,app_9269,machine_5298
inst_48308,app_2290,machine_3631
inst_18909,app_2481,machine_5294
inst_50498,app_8144,machine_4082
inst_83121,app_9084,machine_4093
inst_40214,app_7427,machine_4224
inst_39526,app_1447,machine_5733
inst_34491,app_7889,machine_5204
inst_45959,app_5620,machine_4156
inst_692,app_3169,machine_2776
inst_95828,app_1024,machine_1162
inst_63626,app_5856,machine_1998
inst_6205,app_4825,machine_3035
inst_64137,app_5485,machine_5461
inst_20242,app_6145,machine_4435
inst_75283,app_3864,machine_3215
inst_71882,app_5029,machine_4335
inst_96698,app_4634,machine_1784
inst_417,app_1644,machine_1292
inst_4792,app_5427,machine_1421
inst_83223,app_2451,machine_4654
inst_8729,app_7067,machine_854
inst_25453,app_5691,machine_2311
inst_72628,app_3739,machine_3854
inst_8451,app_6907,machine_3867
inst_12489,app_2611,machine_733
inst_8024,app_8840,machine_1969
inst_10752,app_8523,machine_3486
inst_46334,app_3555,machine_2399
inst_82145,app_1222,machine_4586
inst_48571,app_1509,machine_1100
inst_29068,app_9052,machine_2031
inst_43533,app_1051,machine_1853
inst_4845,app_7334,machine_3872
inst_89139,app_357,machine_3455
inst_86430,app_6145,machine_3215
inst_35998,app_7709,machine_5547
inst_10202,app_5496,machine_1951
inst_33272,app_4698,machine_5784
inst_44745,app_6634,machine_4997
inst_62769,app_2957,machine_4705
inst_47330,app_3893,machine_2755
inst_59230,app_1770,machine_5886
inst_68846,app_5691,machine_5115
inst_40841,app_205,machine_4386
inst_29446,app_2815,machine_3016
inst_38912,app_1405,machine_5957
inst_18904,app_8767,machine_5210
inst_93998,app_3077,machine_2858
inst_20903,app_7935,machine_3083
inst_64263,app_1943,machine_4475
inst_14612,app_6123,machine_846
inst_44155,app_2444,machine_4280
inst_45797,app_143,machine_354
inst_13312,app_6434,machine_830
inst_85047,app_1382,machine_4658
inst_38882,app_4471,machine_4372
inst_2272,app_4568,machine_3666
inst_83047,app_8842,machine_2540
inst_46092,app_5418,machine_975
inst_43111,app_2000,machine_4023
inst_27028,app_938,machine_373
inst_17786,app_9297,machine_3315
inst_54399,app_1122,machine_3554
inst_36042,app_9145,machine_5125
inst_58093,app_2033,machine_4805
inst_65991,app_4400,machine_4860
inst_3475,app_4543,machine_5449
inst_32142,app_3183,machine_512
inst_87966,app_2485,machine_4208
inst_59695,app_2692,machine_2285
inst_29210,app_7889,machine_2385
inst_52947,app_527,machine_2074
inst_21949,app_3806,machine_5131
inst_44059,app_2401,machine_3105
inst_36881,app_8967,machine_4110
inst_13685,app_3494,machine_192
inst_38693,app_4068,machine_4174
inst_60021,app_4533,machine_4110
inst_79941,app_5421,machine_4126
inst_65089,app_2185,machine_4859
inst_33631,app_8505,machine_2972
inst_77789,app_92,machine_1389
inst_64280,app_3731,machine_2864
inst_84103,app_3321,machine_5939
inst_80829,app_3280,machine_3973
inst_47533,app_1447,machine_890
inst_97227,app_3747,machine_4959
inst_30483,app_3169,machine_387
inst_22096,app_3486,machine_4114
inst_10114,app_7564,machine_3096
inst_15010,app_275,machine_5730
inst_37862,app_8637,machine_3543
inst_27163,app_782,machine_5491
inst_25046,app_5705,machine_2493
inst_26325,app_3390,machine_5174
inst_43613,app_6904,machine_3163
inst_14131,app_5820,machine_4996
inst_10199,app_5704,machine_5076
inst_50904,app_8265,machine_1394
inst_36406,app_2815,machine_3610
inst_55924,app_8141,machine_4296
inst_12650,app_4425,machine_5391
inst_55469,app_3343,machine_3205
inst_36265,app_6235,machine_227
inst_91387,app_7733,machine_5544
inst_39589,app_1952,machine_5633
inst_63426,app_2460,machine_2627
inst_63276,app_8465,machine_5139
inst_72002,app_4674,machine_858
inst_82010,app_7733,machine_3225
inst_47139,app_4499,machine_1069
inst_44720,app_1443,machine_3942
inst_6185,app_5732,machine_3348
inst_85629,app_1952,machine_5323
inst_91477,app_2029,machine_2891
inst_23627,app_9269,machine_4623
inst_28911,app_9066,machine_1599
inst_81149,app_1855,machine_5159
inst_51557,app_7889,machine_3213
inst_64542,app_8884,machine_2785
inst_62984,app_6421,machine_3548
inst_84935,app_4608,machine_5747
inst_14168,app_2220,machine_3606
inst_59101,app_9049,machine_5948
inst_98674,app_5966,machine_5957
inst_57347,app_147,machine_1940
inst_98389,app_1521,machine_5768
inst_29502,app_80,machine_4598
inst_8792,app_7394,machine_4558
inst_54459,app_4294,machine_771
inst_99621,app_2185,machine_1893
inst_57971,app_3112,machine_3187
inst_59783,app_1049,machine_5986
inst_25251,app_6597,machine_3689
inst_97019,app_786,machine_744
inst_12261,app_1488,machine_5343
inst_7894,app_1945,machine_16
inst_42413,app_1107,machine_4109
inst_14021,app_8392,machine_880
inst_14952,app_1018,machine_818
inst_40690,app_4703,machine_5000
inst_32266,app_3494,machine_3131
inst_16431,app_3355,machine_3648
inst_1557,app_3648,machine_638
inst_9479,app_6006,machine_3210
inst_56049,app_6622,machine_3634
inst_46749,app_2940,machine_3543
inst_81635,app_3321,machine_1516
inst_18864,app_3088,machine_2424
inst_39034,app_6490,machine_5943
inst_25484,app_9283,machine_1973
inst_23373,app_1365,machine_5009
inst_19177,app_4698,machine_4496
inst_32053,app_8343,machine_5254
inst_55161,app_666,machine_1240
inst_93424,app_4576,machine_4653
inst_47197,app_3481,machine_5588
inst_27261,app_1602,machine_2752
inst_80703,app_7443,machine_4530
inst_77008,app_5128,machine_3949
inst_35556,app_7776,machine_3118
inst_35308,app_6568,machine_629
inst_67904,app_2186,machine_4187
inst_81841,app_7217,machine_2898
inst_70816,app_8273,machine_5741
inst_59605,app_2964,machine_218
inst_68779,app_1718,machine_5242
inst_20438,app_1952,machine_337
inst_84119,app_7935,machine_4130
inst_11776,app_3821,machine_4993
inst_26985,app_8223,machine_1438
inst_89736,app_8842,machine_3530
inst_23861,app_7880,machine_3095
inst_3575,app_3167,machine_5664
inst_20717,app_4075,machine_1593
inst_38221,app_6442,machine_953
inst_38860,app_3590,machine_1225
inst_93667,app_135,machine_3667
inst_16173,app_2485,machine_4082
inst_86709,app_4698,machine_4755
inst_58458,app_4231,machine_4976
inst_46651,app_5049,machine_5883
inst_47727,app_7511,machine_4659
inst_6218,app_1703,machine_404
inst_32298,app_1742,machine_3865
inst_85202,app_4262,machine_1655
inst_52205,app_2692,machine_1319
inst_65994,app_7001,machine_4918
inst_1809,app_4781,machine_2386
inst_78703,app_2486,machine_1149
inst_61135,app_416,machine_2749
inst_8665,app_4825,machine_4709
inst_18168,app_2161,machine_5746
inst_67467,app_8972,machine_3468
inst_99030,app_1437,machine_3422
inst_36445,app_3286,machine_1987
inst_7872,app_1858,machine_3359
inst_36447,app_7957,machine_3113
inst_70074,app_2910,machine_4911
inst_95357,app_5264,machine_3610
inst_41746,app_8808,machine_866
inst_66776,app_8485,machine_5129
inst_45545,app_7294,machine_3342
inst_20047,app_5905,machine_3854
inst_70579,app_3512,machine_4620
inst_53188,app_6976,machine_5058
inst_5368,app_9049,machine_1285
inst_69393,app_6554,machine_799
inst_80971,app_8767,machine_5448
inst_39397,app_2486,machine_3472
inst_57288,app_1173,machine_4204
inst_46418,app_3213,machine_3608
inst_72713,app_614,machine_1321
inst_3977,app_6991,machine_720
inst_55553,app_7795,machine_2900
inst_44498,app_689,machine_250
inst_69118,app_5086,machine_4610
inst_10321,app_6707,machine_3253
inst_68534,app_4698,machine_1552
inst_97054,app_9138,machine_3380
inst_94046,app_1011,machine_5920
inst_62784,app_6520,machine_1431
inst_88531,app_6381,machine_4672
inst_54724,app_7965,machine_3519
inst_88687,app_2615,machine_1145
inst_5590,app_859,machine_4709
inst_93631,app_3864,machine_3897
inst_88680,app_5406,machine_3326
inst_57077,app_8231,machine_3311
inst_39260,app_7067,machine_1336
inst_39472,app_7935,machine_4785
inst_82389,app_4198,machine_4060
inst_47204,app_3344,machine_2629
inst_24548,app_1804,machine_4864
inst_33384,app_4663,machine_5493
inst_13245,app_163,machine_5398
inst_26038,app_9148,machine_1961
inst_66806,app_1858,machine_5831
inst_91819,app_2814,machine_4902
inst_57540,app_6662,machine_3790
inst_50492,app_6251,machine_295
inst_18520,app_7426,machine_4213
inst_23340,app_3784,machine_2215
inst_84015,app_945,machine_4048
inst_31066,app_7394,machine_4201
inst_47756,app_8291,machine_3763
inst_44995,app_5165,machine_3221
